record_id,month_year,fiscal_year,state,zone,sector,fraud_prone_sector,gstr1_declared_sales,gstr3b_tax_paid,itc_claimed,itc_rate_pct,mismatch_pct,fraud_flag,fraud_score,is_fraud,fraud_type
39,Jun-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,3248910125,550422800.0,1609627268,49.54,-17.43,NORMAL,10,0,NONE
40,Jul-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,4017669021,671598520.0,1464033981,36.44,-39.27,NORMAL,30,0,NONE
41,Aug-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,3386773876,563353238.0,1439473213,42.5,-29.16,NORMAL,10,0,NONE
42,Sep-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,4161633308,708283415.0,2034741239,48.89,-18.51,NORMAL,10,0,NONE
43,Oct-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,3505711612,567490046.0,1224184324,34.92,-41.8,NORMAL,30,0,NONE
44,Nov-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,4057589474,715547726.0,2164119030,53.34,-11.11,NORMAL,10,0,NONE
45,Dec-2021,FY2021-22,Maharashtra,West,Textile & Apparel,1,4530963935,778222823.0,5400210479,119.18,98.64,CRITICAL,70,1,itc_inflation
46,Jan-2022,FY2021-22,Maharashtra,West,Textile & Apparel,1,3235770206,726091309.0,1648036334,50.93,-15.11,NORMAL,10,0,NONE
47,Feb-2022,FY2021-22,Maharashtra,West,Textile & Apparel,1,4018760525,690966807.0,2015067108,50.14,-16.43,NORMAL,10,0,NONE
48,Mar-2022,FY2021-22,Maharashtra,West,Textile & Apparel,1,4249127674,737805125.0,1628202802,38.32,-36.14,NORMAL,30,0,NONE
49,Apr-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4137661836,711831062.0,1610647446,38.93,-35.12,NORMAL,30,0,NONE
50,May-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,3956210383,651159842.0,1820688885,46.02,-23.3,NORMAL,10,0,NONE
51,Jun-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4119507175,726091309.0,2202522268,53.47,-10.89,NORMAL,10,0,NONE
52,Jul-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4354190880,736142668.0,2123352534,48.77,-18.72,NORMAL,10,0,NONE
53,Aug-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4540026861,750257156.0,2056353431,45.29,-24.51,NORMAL,10,0,NONE
54,Sep-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4818377521,854639063.0,2121969964,44.04,-26.6,NORMAL,10,0,NONE
55,Oct-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4090218628,656391001.0,1805057380,44.13,-26.45,NORMAL,10,0,NONE
56,Nov-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4847949987,851077837.0,2432816962,50.18,-16.36,NORMAL,10,0,NONE
57,Dec-2022,FY2022-23,Maharashtra,West,Textile & Apparel,1,4520222058,793391455.0,1741084381,38.52,-35.8,NORMAL,30,0,NONE
58,Jan-2023,FY2022-23,Maharashtra,West,Textile & Apparel,1,4812882416,831322135.0,1992978164,41.41,-30.98,NORMAL,30,0,NONE
59,Feb-2023,FY2022-23,Maharashtra,West,Textile & Apparel,1,3741674947,640837155.0,1960711180,52.4,-12.66,NORMAL,10,0,NONE
60,Mar-2023,FY2022-23,Maharashtra,West,Textile & Apparel,1,5318908644,919345241.0,2412631750,45.36,-24.4,NORMAL,10,0,NONE
61,Apr-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,3889794859,679813616.0,1833304810,47.13,-21.45,NORMAL,10,0,NONE
62,May-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,4728033615,800112331.0,2212741123,46.8,-22.0,NORMAL,10,0,NONE
63,Jun-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,4923989013,851039629.0,2295862717,46.63,-22.29,NORMAL,10,0,NONE
64,Jul-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,4536124062,734360722.0,2097198324,46.23,-22.94,NORMAL,10,0,NONE
65,Aug-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,4056007998,683764928.0,1317412670,32.48,-45.87,NORMAL,30,0,NONE
66,Sep-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,4048315153,651261638.0,1922995516,47.5,-20.83,NORMAL,10,0,NONE
67,Oct-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,4514365491,733526108.0,2524553309,55.92,-6.8,NORMAL,10,0,NONE
68,Nov-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,2858920773,790197726.0,2242537565,78.44,30.73,MEDIUM_RISK,42,1,sales_suppression
69,Dec-2023,FY2023-24,Maharashtra,West,Textile & Apparel,1,5396898000,935118595.0,2434324971,45.11,-24.82,NORMAL,10,0,NONE
70,Jan-2024,FY2023-24,Maharashtra,West,Textile & Apparel,1,5129275205,846715005.0,2466900193,48.09,-19.84,NORMAL,10,0,NONE
71,Feb-2024,FY2023-24,Maharashtra,West,Textile & Apparel,1,4116105941,661278406.0,1629865437,39.6,-34.0,NORMAL,30,0,NONE
72,Mar-2024,FY2023-24,Maharashtra,West,Textile & Apparel,1,4987080496,821393962.0,2824139405,56.63,-5.62,NORMAL,10,0,NONE
73,Apr-2021,FY2021-22,Maharashtra,West,Construction,1,3559282630,612494000.0,1459959723,41.02,-31.64,NORMAL,30,0,NONE
74,May-2021,FY2021-22,Maharashtra,West,Construction,1,3708344071,610612812.0,1899072958,51.21,-14.65,NORMAL,10,0,NONE
75,Jun-2021,FY2021-22,Maharashtra,West,Construction,1,4093944566,734382360.0,4513703794,110.25,83.76,CRITICAL,70,1,itc_inflation
76,Jul-2021,FY2021-22,Maharashtra,West,Construction,1,3427450132,575843599.0,1815727539,52.98,-11.71,NORMAL,10,0,NONE
77,Aug-2021,FY2021-22,Maharashtra,West,Construction,1,3932069112,674867650.0,1453792228,36.97,-38.38,NORMAL,30,0,NONE
78,Sep-2021,FY2021-22,Maharashtra,West,Construction,1,3803575335,667971794.0,1303663344,34.27,-42.88,NORMAL,30,0,NONE
79,Oct-2021,FY2021-22,Maharashtra,West,Construction,1,3415745247,551541196.0,1242659727,36.38,-39.37,NORMAL,30,0,NONE
80,Nov-2021,FY2021-22,Maharashtra,West,Construction,1,4301862475,733719362.0,1655665247,38.49,-35.85,NORMAL,30,0,NONE
81,Dec-2021,FY2021-22,Maharashtra,West,Construction,1,4359683426,734382360.0,1896235068,43.49,-27.51,NORMAL,10,0,NONE
82,Jan-2022,FY2021-22,Maharashtra,West,Construction,1,4325757243,763480198.0,1668348508,38.57,-35.72,NORMAL,30,0,NONE
83,Feb-2022,FY2021-22,Maharashtra,West,Construction,1,3309071883,536115985.0,1128676036,34.11,-43.15,NORMAL,30,0,NONE
84,Mar-2022,FY2021-22,Maharashtra,West,Construction,1,4947926268,794730449.0,1962386453,39.66,-33.9,NORMAL,30,0,NONE
85,Apr-2022,FY2022-23,Maharashtra,West,Construction,1,3500175515,568172875.0,1596643169,45.62,-23.97,NORMAL,10,0,NONE
86,May-2022,FY2022-23,Maharashtra,West,Construction,1,4556138709,795787291.0,2260774342,49.62,-17.3,NORMAL,10,0,NONE
87,Jun-2022,FY2022-23,Maharashtra,West,Construction,1,3844154809,667772228.0,911011914,23.7,-60.5,NORMAL,30,0,NONE
88,Jul-2022,FY2022-23,Maharashtra,West,Construction,1,4052737960,717146701.0,1144308361,28.24,-52.94,NORMAL,30,0,NONE
89,Aug-2022,FY2022-23,Maharashtra,West,Construction,1,4165339574,723584793.0,1446900561,34.74,-42.11,NORMAL,30,0,NONE
90,Sep-2022,FY2022-23,Maharashtra,West,Construction,1,4262706229,746298555.0,1709046145,40.09,-33.18,NORMAL,30,0,NONE
91,Oct-2022,FY2022-23,Maharashtra,West,Construction,1,4761004058,796066684.0,1705947563,35.83,-40.28,NORMAL,30,0,NONE
92,Nov-2022,FY2022-23,Maharashtra,West,Construction,1,4831335205,823848372.0,1598942104,33.1,-44.84,NORMAL,30,0,NONE
93,Dec-2022,FY2022-23,Maharashtra,West,Construction,1,4609192767,762719051.0,2195791013,47.64,-20.6,NORMAL,10,0,NONE
94,Jan-2023,FY2022-23,Maharashtra,West,Construction,1,4628288123,807234202.0,4198100855,90.71,51.18,HIGH_RISK,55,1,itc_inflation
95,Feb-2023,FY2022-23,Maharashtra,West,Construction,1,4319238477,726269364.0,5346828490,123.79,106.32,CRITICAL,70,1,itc_inflation
96,Mar-2023,FY2022-23,Maharashtra,West,Construction,1,2434680945,842535894.0,2310470723,94.9,58.16,HIGH_RISK,55,1,sales_suppression
97,Apr-2023,FY2023-24,Maharashtra,West,Construction,1,4546943614,786222751.0,2147741300,47.23,-21.28,NORMAL,10,0,NONE
98,May-2023,FY2023-24,Maharashtra,West,Construction,1,5399011104,938136528.0,1845433078,34.18,-43.03,NORMAL,30,0,NONE
99,Jun-2023,FY2023-24,Maharashtra,West,Construction,1,4123236613,718220997.0,894882227,21.7,-63.83,NORMAL,30,0,NONE
100,Jul-2023,FY2023-24,Maharashtra,West,Construction,1,4162388761,703723629.0,3773049487,90.65,51.08,HIGH_RISK,55,1,itc_inflation
101,Aug-2023,FY2023-24,Maharashtra,West,Construction,1,4173161006,677368600.0,2010174341,48.17,-19.72,NORMAL,10,0,NONE
102,Sep-2023,FY2023-24,Maharashtra,West,Construction,1,5365327115,895728863.0,2369698920,44.17,-26.39,NORMAL,10,0,NONE
103,Oct-2023,FY2023-24,Maharashtra,West,Construction,1,5233051728,859396481.0,2017719336,38.56,-35.74,NORMAL,30,0,NONE
104,Nov-2023,FY2023-24,Maharashtra,West,Construction,1,4109518824,699314259.0,1884955510,45.87,-23.55,NORMAL,10,0,NONE
105,Dec-2023,FY2023-24,Maharashtra,West,Construction,1,5219116224,895230703.0,1802915641,34.54,-42.43,NORMAL,30,0,NONE
106,Jan-2024,FY2023-24,Maharashtra,West,Construction,1,4831186711,852322038.0,6409503512,132.67,121.12,CRITICAL,70,1,itc_inflation
107,Feb-2024,FY2023-24,Maharashtra,West,Construction,1,5263676885,886412775.0,1388410807,26.38,-56.04,NORMAL,30,0,NONE
108,Mar-2024,FY2023-24,Maharashtra,West,Construction,1,5499607197,916016445.0,2434788919,44.27,-26.21,NORMAL,10,0,NONE
109,Apr-2021,FY2021-22,Maharashtra,West,Chemicals,1,2920383388,519066334.0,1122492209,38.44,-35.94,NORMAL,30,0,NONE
110,May-2021,FY2021-22,Maharashtra,West,Chemicals,1,4010593537,654236513.0,1997772185,49.81,-16.98,NORMAL,10,0,NONE
111,Jun-2021,FY2021-22,Maharashtra,West,Chemicals,1,4167692457,738916862.0,2155106063,51.71,-13.82,NORMAL,10,0,NONE
112,Jul-2021,FY2021-22,Maharashtra,West,Chemicals,1,4293310471,754717398.0,4537762049,105.69,76.16,CRITICAL,70,1,itc_inflation
113,Aug-2021,FY2021-22,Maharashtra,West,Chemicals,1,4154030797,739296892.0,2055305919,49.48,-17.54,NORMAL,10,0,NONE
114,Sep-2021,FY2021-22,Maharashtra,West,Chemicals,1,4335702414,760300714.0,1843248902,42.51,-29.14,NORMAL,10,0,NONE
115,Oct-2021,FY2021-22,Maharashtra,West,Chemicals,1,3764310202,631149661.0,1786423298,47.46,-20.91,NORMAL,10,0,NONE
116,Nov-2021,FY2021-22,Maharashtra,West,Chemicals,1,4156707150,740704090.0,1983687696,47.72,-20.46,NORMAL,10,0,NONE
117,Dec-2021,FY2021-22,Maharashtra,West,Chemicals,1,15002886588,739592493.0,12182493830,81.2,35.33,MEDIUM_RISK,42,1,circular_trading
118,Jan-2022,FY2021-22,Maharashtra,West,Chemicals,1,3995738780,684575174.0,1598470631,40.0,-33.33,NORMAL,30,0,NONE
119,Feb-2022,FY2021-22,Maharashtra,West,Chemicals,1,3359455655,578794963.0,1873090028,55.76,-7.07,NORMAL,10,0,NONE
120,Mar-2022,FY2021-22,Maharashtra,West,Chemicals,1,4957754554,843484215.0,2408396508,48.58,-19.04,NORMAL,10,0,NONE
121,Apr-2022,FY2022-23,Maharashtra,West,Chemicals,1,4168481961,698065209.0,2135383241,51.23,-14.62,NORMAL,10,0,NONE
122,May-2022,FY2022-23,Maharashtra,West,Chemicals,1,3889512641,632647459.0,4501182505,115.73,92.88,CRITICAL,70,1,itc_inflation
123,Jun-2022,FY2022-23,Maharashtra,West,Chemicals,1,4118417197,692201111.0,1921363768,46.65,-22.25,NORMAL,10,0,NONE
124,Jul-2022,FY2022-23,Maharashtra,West,Chemicals,1,4618168167,772793963.0,2382407260,51.59,-14.02,NORMAL,10,0,NONE
125,Aug-2022,FY2022-23,Maharashtra,West,Chemicals,1,4718665983,836578762.0,1863075033,39.48,-34.19,NORMAL,30,0,NONE
126,Sep-2022,FY2022-23,Maharashtra,West,Chemicals,1,4868905592,823171874.0,2323551859,47.72,-20.46,NORMAL,10,0,NONE
127,Oct-2022,FY2022-23,Maharashtra,West,Chemicals,1,4426326211,728230790.0,2205770753,49.83,-16.95,NORMAL,10,0,NONE
128,Nov-2022,FY2022-23,Maharashtra,West,Chemicals,1,4058947987,715763783.0,1757548875,43.3,-27.83,NORMAL,10,0,NONE
129,Dec-2022,FY2022-23,Maharashtra,West,Chemicals,1,4916931493,802943555.0,2229765097,45.35,-24.42,NORMAL,10,0,NONE
130,Jan-2023,FY2022-23,Maharashtra,West,Chemicals,1,3730855395,605784384.0,1642905895,44.04,-26.61,NORMAL,10,0,NONE
131,Feb-2023,FY2022-23,Maharashtra,West,Chemicals,1,2355698815,647191184.0,2244162027,95.27,58.78,HIGH_RISK,55,1,sales_suppression
132,Mar-2023,FY2022-23,Maharashtra,West,Chemicals,1,4391948120,772650905.0,2115878882,48.18,-19.71,NORMAL,10,0,NONE
133,Apr-2023,FY2023-24,Maharashtra,West,Chemicals,1,3600555028,594753353.0,1838833463,51.07,-14.88,NORMAL,10,0,NONE
134,May-2023,FY2023-24,Maharashtra,West,Chemicals,1,4301136203,717724137.0,2227452569,51.79,-13.69,NORMAL,10,0,NONE
135,Jun-2023,FY2023-24,Maharashtra,West,Chemicals,1,4879164945,814042053.0,5929523789,121.53,102.55,CRITICAL,70,1,itc_inflation
136,Jul-2023,FY2023-24,Maharashtra,West,Chemicals,1,5270664386,892904276.0,2464289636,46.75,-22.08,NORMAL,10,0,NONE
137,Aug-2023,FY2023-24,Maharashtra,West,Chemicals,1,4156698355,699378725.0,1661339572,39.97,-33.39,NORMAL,30,0,NONE
138,Sep-2023,FY2023-24,Maharashtra,West,Chemicals,1,4538528893,728712015.0,2224665148,49.02,-18.3,NORMAL,10,0,NONE
139,Oct-2023,FY2023-24,Maharashtra,West,Chemicals,1,4304102903,714889767.0,2429050954,56.44,-5.94,NORMAL,10,0,NONE
140,Nov-2023,FY2023-24,Maharashtra,West,Chemicals,1,4709797892,761878408.0,2468320242,52.41,-12.65,NORMAL,10,0,NONE
141,Dec-2023,FY2023-24,Maharashtra,West,Chemicals,1,5318234465,923340756.0,2276936631,42.81,-28.64,NORMAL,10,0,NONE
142,Jan-2024,FY2023-24,Maharashtra,West,Chemicals,1,4518453134,776390034.0,2125855684,47.05,-21.59,NORMAL,10,0,NONE
143,Feb-2024,FY2023-24,Maharashtra,West,Chemicals,1,4508578332,802334312.0,4488741184,99.56,65.93,HIGH_RISK,55,1,itc_inflation
144,Mar-2024,FY2023-24,Maharashtra,West,Chemicals,1,4994160243,816835892.0,2537774846,50.81,-15.31,NORMAL,10,0,NONE
145,Apr-2021,FY2021-22,Maharashtra,West,Electronics,0,3016328391,531904710.0,1273443997,42.22,-29.64,NORMAL,0,0,NONE
146,May-2021,FY2021-22,Maharashtra,West,Electronics,0,3697852383,657784392.0,1414825112,38.26,-36.23,NORMAL,20,0,NONE
147,Jun-2021,FY2021-22,Maharashtra,West,Electronics,0,3357724348,561953450.0,1323095465,39.4,-34.33,NORMAL,20,0,NONE
148,Jul-2021,FY2021-22,Maharashtra,West,Electronics,0,3424811850,589874448.0,1554839254,45.4,-24.33,NORMAL,0,0,NONE
149,Aug-2021,FY2021-22,Maharashtra,West,Electronics,0,4289488628,730164184.0,1479344950,34.49,-42.52,NORMAL,20,0,NONE
150,Sep-2021,FY2021-22,Maharashtra,West,Electronics,0,4107221944,671805099.0,1825459757,44.45,-25.92,NORMAL,0,0,NONE
151,Oct-2021,FY2021-22,Maharashtra,West,Electronics,0,3598994330,604119472.0,1247989398,34.68,-42.21,NORMAL,20,0,NONE
152,Nov-2021,FY2021-22,Maharashtra,West,Electronics,0,3360913980,575358765.0,1418856293,42.22,-29.64,NORMAL,0,0,NONE
153,Dec-2021,FY2021-22,Maharashtra,West,Electronics,0,3914942714,668133081.0,1632634502,41.7,-30.5,NORMAL,20,0,NONE
154,Jan-2022,FY2021-22,Maharashtra,West,Electronics,0,3837151953,618291129.0,1402495427,36.55,-39.08,NORMAL,20,0,NONE
155,Feb-2022,FY2021-22,Maharashtra,West,Electronics,0,3613728877,587662654.0,1681407251,46.53,-22.45,NORMAL,0,0,NONE
156,Mar-2022,FY2021-22,Maharashtra,West,Electronics,0,4153942609,716418223.0,1636818988,39.4,-34.33,NORMAL,20,0,NONE
157,Apr-2022,FY2022-23,Maharashtra,West,Electronics,0,4037667860,690124236.0,1246734921,30.88,-48.54,NORMAL,20,0,NONE
158,May-2022,FY2022-23,Maharashtra,West,Electronics,0,4063035003,718878978.0,1560773102,38.41,-35.98,NORMAL,20,0,NONE
159,Jun-2022,FY2022-23,Maharashtra,West,Electronics,0,4678134860,830698673.0,2042948811,43.67,-27.22,NORMAL,0,0,NONE
160,Jul-2022,FY2022-23,Maharashtra,West,Electronics,0,4815673095,787180495.0,1891695915,39.28,-34.53,NORMAL,20,0,NONE
161,Aug-2022,FY2022-23,Maharashtra,West,Electronics,0,3702502434,642532908.0,1749618239,47.26,-21.24,NORMAL,0,0,NONE
162,Sep-2022,FY2022-23,Maharashtra,West,Electronics,0,3796061370,716418223.0,1637806646,43.14,-28.09,NORMAL,0,0,NONE
163,Oct-2022,FY2022-23,Maharashtra,West,Electronics,0,3875037762,632196163.0,1696299123,43.78,-27.04,NORMAL,0,0,NONE
164,Nov-2022,FY2022-23,Maharashtra,West,Electronics,0,4466923811,757658076.0,1791485249,40.11,-33.16,NORMAL,20,0,NONE
165,Dec-2022,FY2022-23,Maharashtra,West,Electronics,0,4483330238,789019539.0,2125343441,47.41,-20.99,NORMAL,0,0,NONE
166,Jan-2023,FY2022-23,Maharashtra,West,Electronics,0,4178287451,697711329.0,1678153200,40.16,-33.06,NORMAL,20,0,NONE
167,Feb-2023,FY2022-23,Maharashtra,West,Electronics,0,4208349550,697007060.0,1770994805,42.08,-29.86,NORMAL,0,0,NONE
168,Mar-2023,FY2022-23,Maharashtra,West,Electronics,0,4618625220,814690121.0,2288250197,49.54,-17.43,NORMAL,0,0,NONE
169,Apr-2023,FY2023-24,Maharashtra,West,Electronics,0,4002124395,680296919.0,1723325391,43.06,-28.23,NORMAL,0,0,NONE
170,May-2023,FY2023-24,Maharashtra,West,Electronics,0,4170447070,738656983.0,1896256131,45.47,-24.22,NORMAL,0,0,NONE
171,Jun-2023,FY2023-24,Maharashtra,West,Electronics,0,4892528104,813276635.0,2129386447,43.52,-27.46,NORMAL,0,0,NONE
172,Jul-2023,FY2023-24,Maharashtra,West,Electronics,0,4881734848,828929803.0,1959098990,40.13,-33.11,NORMAL,20,0,NONE
173,Aug-2023,FY2023-24,Maharashtra,West,Electronics,0,5268806555,918852201.0,2103985986,39.93,-33.45,NORMAL,20,0,NONE
174,Sep-2023,FY2023-24,Maharashtra,West,Electronics,0,4356464248,756243130.0,1663110737,38.18,-36.37,NORMAL,20,0,NONE
175,Oct-2023,FY2023-24,Maharashtra,West,Electronics,0,4052601450,690798396.0,1789442754,44.16,-26.41,NORMAL,0,0,NONE
176,Nov-2023,FY2023-24,Maharashtra,West,Electronics,0,4488766760,785456220.0,1952679951,43.5,-27.5,NORMAL,0,0,NONE
177,Dec-2023,FY2023-24,Maharashtra,West,Electronics,0,4577747926,803102432.0,1867060255,40.79,-32.02,NORMAL,20,0,NONE
178,Jan-2024,FY2023-24,Maharashtra,West,Electronics,0,5132256729,836036993.0,1929500826,37.6,-37.34,NORMAL,20,0,NONE
179,Feb-2024,FY2023-24,Maharashtra,West,Electronics,0,4329269772,749831889.0,1987707442,45.91,-23.48,NORMAL,0,0,NONE
180,Mar-2024,FY2023-24,Maharashtra,West,Electronics,0,5883675315,1000042645.0,2830069618,48.1,-19.83,NORMAL,0,0,NONE
181,Apr-2021,FY2021-22,Maharashtra,West,Food Processing,0,3095004816,515078525.0,863045776,27.89,-53.52,NORMAL,20,0,NONE
182,May-2021,FY2021-22,Maharashtra,West,Food Processing,0,3756686616,665876835.0,1539647101,40.98,-31.69,NORMAL,20,0,NONE
183,Jun-2021,FY2021-22,Maharashtra,West,Food Processing,0,3404820600,581380393.0,1524781079,44.78,-25.36,NORMAL,0,0,NONE
184,Jul-2021,FY2021-22,Maharashtra,West,Food Processing,0,3250645610,571782810.0,1154528054,35.52,-40.81,NORMAL,20,0,NONE
185,Aug-2021,FY2021-22,Maharashtra,West,Food Processing,0,4292614842,731343081.0,1585006689,36.92,-38.46,NORMAL,20,0,NONE
186,Sep-2021,FY2021-22,Maharashtra,West,Food Processing,0,4036252043,657689926.0,1448834309,35.9,-40.17,NORMAL,20,0,NONE
187,Oct-2021,FY2021-22,Maharashtra,West,Food Processing,0,3886968731,685285071.0,1608145720,41.37,-31.05,NORMAL,20,0,NONE
188,Nov-2021,FY2021-22,Maharashtra,West,Food Processing,0,4295178397,759646253.0,1415481938,32.96,-45.07,NORMAL,20,0,NONE
189,Dec-2021,FY2021-22,Maharashtra,West,Food Processing,0,4118352572,668154458.0,1450603194,35.22,-41.3,NORMAL,20,0,NONE
